"observer","trial","x","y","dur","onset","offset","n","aoi","aoi2"
"1",120,237.4,87.1,538,1380,1876089,3,"2","target"
"1",121,16.8,-1.79999999999995,1296,0,1880261,1,"c","centre"
"1",121,29.5,-239,246,1346,1880557,2,"6","target"
"1",121,15,-264.2,458,1602,1881025,3,"6","target"
"1",122,16.8,-9.60000000000002,1356,0,1886875,1,"c","centre"
"1",122,235.7,-118.7,560,1392,1887471,2,"1","target"
"1",123,28.7,-26.5,62,0,1891189,1,"c","centre"
"1",123,23.2,-12.1,272,70,1891469,2,"c","centre"
"1",123,23.2,3.29999999999995,706,548,1892381,3,"c","centre"
"1",123,260,-13.3,152,1288,1892567,4,"d1","distracter"
"1",123,234.4,89.1,764,1464,1893355,5,"2","target"
"1",124,17.3,5.60000000000002,1076,0,1897457,1,"c","centre"
"1",124,12,23.6,82,1264,1897727,2,"c","centre"
"1",124,229.3,91.6,596,1384,1898361,3,"2","target"
"1",125,7.20000000000005,12.2,254,0,1901307,1,"c","centre"
"1",125,130.3,38.8,314,278,1901645,2,"0","blank"
"1",125,68.5999999999999,27.2,632,608,1902293,3,"c","centre"
"1",125,22.4,168.8,144,1278,1902475,4,"3","target"
"1",125,18.4,242.9,422,1444,1902919,5,"3","target"
"1",126,21,-0.299999999999955,510,0,1906675,1,"c","centre"
"1",126,12.5,9.10000000000002,578,696,1907439,2,"c","centre"
"1",126,-151.9,78.2,140,1310,1907615,3,"4","target"
"1",126,-196.4,104.9,514,1464,1908143,4,"4","target"
"1",127,19.5,7.20000000000005,1254,0,1914543,1,"c","centre"
"1",127,-193.3,-83.9,166,1294,1914749,2,"5","target"
"1",127,-217.9,-120.2,298,1478,1915065,3,"5","target"
"1",128,22.2,-3.10000000000002,1220,0,1919881,1,"c","centre"
"1",128,-67.2,134.2,144,1250,1920055,2,"0","blank"
"1",128,20.3,217.6,460,1416,1920537,3,"3","target"
"1",129,11.7,-3.10000000000002,1236,0,1926397,1,"c","centre"
"1",129,-198.4,84.9,204,1274,1926639,2,"4","target"
"1",129,-222.6,96.6,602,1488,1927251,3,"4","target"
"1",130,14,0.299999999999955,1242,0,1932529,1,"c","centre"
"1",130,103.8,156.3,180,1284,1932751,2,"d2","distracter"
"1",130,-200.6,123.1,530,1518,1933335,3,"4","target"
"1",131,19.8,-6.39999999999998,1306,0,1938381,1,"c","centre"
"1",131,-185.8,90.5,168,1346,1938589,2,"4","target"
"1",131,-220.4,114.8,460,1530,1939065,3,"4","target"
"1",132,15.8,2.39999999999998,1302,0,1944201,1,"c","centre"
"1",132,236.3,95.9,1026,1342,1945267,2,"2","target"
"1",133,12.5,-0.399999999999977,1384,0,1952425,1,"c","centre"
"1",133,254.1,-114.4,560,1422,1953023,2,"1","target"
"1",134,16.1,-0.200000000000045,1326,0,1958205,1,"c","centre"
"1",134,32.3,-200.1,138,1364,1958381,2,"6","target"
"1",134,19.3,-262.4,748,1522,1959149,3,"6","target"
"1",135,16.2,1.10000000000002,1418,0,1964025,1,"c","centre"
"1",135,21,-165.2,114,1464,1964185,2,"6","target"
"1",135,13.4,-268.4,822,1602,1965031,3,"6","target"
"1",136,15.4,-7.39999999999998,1356,0,1970477,1,"c","centre"
"1",136,226.9,-82.7,136,1392,1970649,2,"1","target"
"1",136,252.8,-123.2,758,1546,1971425,3,"1","target"
"1",137,19.8,-13.5,1336,0,1975541,1,"c","centre"
"1",137,24.2,-242.8,206,1390,1975801,2,"6","target"
"1",137,11.7,-259.2,408,1606,1976219,3,"6","target"
"1",138,20.6,0.899999999999977,1308,0,1982683,1,"c","centre"
"1",138,252.2,-3.89999999999998,134,1344,1982853,2,"d1","distracter"
"1",138,32.9,215.3,212,1526,1983113,3,"3","target"
"1",138,23.2,238.7,580,1748,1983703,4,"3","target"
"1",139,19.8,-5.29999999999995,1252,0,1989777,1,"c","centre"
"1",139,-180.5,-55.7,166,1290,1989981,2,"5","target"
"1",139,-216.6,-126.8,1184,1476,1991185,3,"5","target"
"1",140,19.8,9.10000000000002,1286,0,1998695,1,"c","centre"
"1",140,218.3,29,156,1324,1998889,2,"d1","distracter"
"1",140,228.3,84.3,306,1498,1999213,3,"2","target"
"1",140,234.8,93.4,888,1812,2000109,4,"2","target"
"1",141,20,-8.5,1274,0,2005883,1,"c","centre"
"1",141,202.3,76.3,164,1314,2006087,2,"2","target"
"1",141,230.1,91.4,666,1490,2006765,3,"2","target"
"1",142,16.6,-3.39999999999998,1330,0,2011789,1,"c","centre"
"1",142,232.9,-121.3,282,1366,2012107,2,"1","target"
"1",142,248.9,-133.8,548,1658,2012665,3,"1","target"
"1",143,20.4,-11,1192,0,2017341,1,"c","centre"
"1",143,-183.7,-87.7,162,1230,2017541,2,"5","target"
"1",143,-205.6,-127.1,554,1412,2018115,3,"5","target"
"1",144,22,-14.3,1304,0,2022483,1,"c","centre"
"1",144,36.4,-207.6,136,1342,2022657,2,"6","target"
"1",144,23,-257.2,454,1496,2023129,3,"6","target"
"1",145,22.2,-3,1290,0,2027635,1,"c","centre"
"1",145,20.6,166.1,136,1328,2027809,2,"3","target"
"1",145,16.6,237.2,366,1484,2028195,3,"3","target"
"1",146,19.5,-2.89999999999998,422,0,2032135,1,"c","centre"
"1",146,23,8.89999999999998,624,622,2032959,2,"c","centre"
"1",146,-47.8,135.4,120,1286,2033119,3,"0","blank"
"1",146,21.6,231.6,380,1430,2033523,4,"3","target"
"1",147,21,0.100000000000023,1248,0,2038195,1,"c","centre"
"1",147,14.3,204.4,164,1292,2038403,2,"3","target"
"1",147,17.5,242.7,238,1470,2038655,3,"3","target"
"1",148,27.3,6.70000000000005,1396,0,2043559,1,"c","centre"
"1",148,247.6,-102,632,1432,2044227,2,"1","target"
"1",149,17.3,-13.5,474,0,2048319,1,"c","centre"
"1",149,18.8,-20,700,614,2049159,2,"c","centre"
"1",149,99.7,99.3,158,1350,2049353,3,"0","blank"
"1",149,10.9,-259.9,758,1554,2050157,4,"6","target"
"1",150,24,-8.20000000000005,1212,0,2055109,1,"c","centre"
"1",150,45.3,-224.9,176,1264,2055337,2,"6","target"
"1",150,30.4,-257.1,622,1454,2055973,3,"6","target"
"1",151,-0.600000000000023,12.1,1200,0,2081659,1,"c","centre"
"1",151,17.4,190.5,138,1240,2081837,2,"3","target"
"1",151,9.39999999999998,241.3,554,1394,2082407,3,"3","target"
"1",151,24.9,228.6,482,2108,2083049,4,"3","target"
"1",152,24.6,-0.299999999999955,1296,0,2087463,1,"c","centre"
"1",152,35.4,-152.7,164,1328,2087659,2,"0","blank"
"1",152,33.9,-234.3,374,1512,2088053,3,"6","target"
"1",153,27.7,3.20000000000005,1290,0,2093191,1,"c","centre"
"1",153,-143.7,79.7,146,1326,2093373,2,"4","target"
"1",153,-183.4,107.9,510,1488,2093899,3,"4","target"
"1",154,20.9,2.29999999999995,440,0,2097625,1,"c","centre"
"1",154,26.7,6.39999999999998,568,670,2098423,2,"c","centre"
"1",154,30.1,191.7,202,1278,2098665,3,"3","target"
"1",154,12.9,222.6,280,1492,2098957,4,"3","target"
"1",155,22.7,-6.10000000000002,1298,0,2103785,1,"c","centre"
"1",155,-189.1,79.9,156,1338,2103981,2,"4","target"
"1",155,-212.5,117.2,574,1510,2104571,3,"4","target"
"1",156,14,2.70000000000005,344,0,2108731,1,"c","centre"
"1",156,24.5,-0.799999999999955,632,556,2109575,2,"c","centre"
"1",156,-226.2,-5.60000000000002,130,1228,2109745,3,"d4","distracter"
"1",156,41.5,215.9,166,1410,2109963,4,"3","target"
"1",156,22.2,239.1,664,1588,2110639,5,"3","target"
"1",157,22.7,4.29999999999995,506,0,2114715,1,"c","centre"
"1",157,24.6,39.7,822,522,2115553,2,"c","centre"
"1",157,24.1,205.2,166,1384,2115759,3,"3","target"
"1",157,19.7,240.3,752,1560,2116521,4,"3","target"
"1",158,33.8,16.3,1510,0,2123599,1,"c","centre"
"1",158,-161.8,-63.3,154,1548,2123791,2,"5","target"
"1",158,-188.7,-99.8,518,1720,2124327,3,"5","target"
"1",159,33.1,14.6,1248,0,2130325,1,"c","centre"
"1",159,115.9,126.3,138,1284,2130499,2,"d2","distracter"
"1",159,40.8,224,320,1446,2130843,3,"3","target"
"1",159,36.1,233.6,310,1772,2131159,4,"3","target"
"1",160,29.7,2.79999999999995,1240,0,2136897,1,"c","centre"
"1",160,-82.4,119.2,216,1278,2137151,2,"0","blank"
"1",160,-189.1,107.6,542,1516,2137715,3,"4","target"
"1",161,28.9,-12.7,1250,0,2142887,1,"c","centre"
"1",161,209,54.5,162,1286,2143085,2,"d1","blank"
"1",161,235.8,83.1,682,1462,2143781,3,"2","target"
"1",162,31.6,-17.6,946,0,2148689,1,"c","centre"
"1",162,25.1,-8.89999999999998,226,1122,2149091,2,"c","centre"
"1",162,188.2,-24.7,148,1376,2149267,3,"d1","distracter"
"1",162,20.4,-249.2,262,1574,2149579,4,"6","target"
"1",162,28.6,-269.5,572,1842,2150157,5,"6","target"
"1",163,26,-10.5,1352,0,2155209,1,"c","centre"
"1",163,-174.5,-98,164,1390,2155411,2,"5","target"
"1",164,24.1,-9.89999999999998,1216,0,2161049,1,"c","centre"
"1",164,-197.5,82.6,182,1256,2161271,2,"4","target"
"1",164,-186.9,100,428,1446,2161707,3,"4","target"
"1",165,32.8,-10,1354,0,2166679,1,"c","centre"
"1",165,-154.5,84.3,140,1394,2166859,2,"4","target"
"1",165,-175.2,100.6,302,1544,2167171,3,"4","target"
"1",166,29.4,-10.3,1174,0,2172037,1,"c","centre"
"1",166,207.3,60.1,222,1210,2172295,2,"2","target"
"1",166,239.4,79.4,556,1446,2172865,3,"2","target"
"1",167,27.5,6.29999999999995,1456,0,2177303,1,"c","centre"
"1",167,-187.6,-97.5,164,1504,2177515,2,"5","target"
"1",167,-185.9,-119.7,532,1680,2178059,3,"5","target"
"1",168,37.8,-3.20000000000005,1366,0,2183333,1,"c","centre"
"1",168,-170.1,-95.9,134,1396,2183497,2,"5","target"
"1",168,-182.4,-129.4,330,1544,2183841,3,"5","target"
"1",169,26.9,3.20000000000005,1388,0,2188939,1,"c","centre"
"1",169,-185.5,99,498,1420,2189469,2,"4","target"
"1",170,29.3,-6.60000000000002,1336,0,2194443,1,"c","centre"
"1",170,24.4,221.9,670,1372,2195149,2,"3","target"
"1",171,29.6,-10.1,1244,0,2199757,1,"c","centre"
"1",171,216.4,-94.8,256,1278,2200047,2,"1","target"
"1",171,260.4,-129.4,292,1552,2200357,3,"1","target"
"1",172,22,-16.1,1314,0,2205111,1,"c","centre"
"1",172,227.1,-116.3,262,1350,2205409,2,"1","target"
"1",172,258.8,-129.3,358,1622,2205777,3,"1","target"
"1",173,32.2,-5.39999999999998,1342,0,2211473,1,"c","centre"
"1",173,26.1,213,230,1382,2211743,2,"3","target"
"1",173,30,225.9,366,1620,2212117,3,"3","target"
"1",174,26.3,-17.3,1226,0,2217299,1,"c","centre"
"1",174,-191.6,-109.7,246,1264,2217583,2,"5","target"
"1",174,-203,-129,570,1518,2218161,3,"5","target"
"1",175,19.2,-17.4,270,0,2221939,1,"c","centre"
"1",175,26.4,-17.7,876,458,2223003,2,"c","centre"
"1",175,222.4,74,494,1374,2223537,3,"2","target"
"1",176,26.2,-11.7,1314,0,2227893,1,"c","centre"
"1",176,-177.9,-99.8,182,1350,2228111,2,"5","target"
"1",177,21.9,-21.7,320,0,2233219,1,"c","centre"
"1",177,27.2,-11.3,718,512,2234129,2,"c","centre"
"1",177,209.6,63.4,170,1266,2234335,3,"2","target"
"1",177,238.4,86.8,354,1450,2234703,4,"2","target"
"1",178,32.8,-4.10000000000002,1232,0,2239963,1,"c","centre"
"1",178,-194.4,8.60000000000002,166,1270,2240167,2,"d4","distracter"
"1",178,26.8,-235.3,266,1490,2240487,3,"6","target"
"1",178,44.4,-249.9,244,1764,2240739,4,"6","target"
"1",179,26.2,-8.10000000000002,1414,0,2245397,1,"c","centre"
"1",179,-160.9,100.5,424,1456,2245863,2,"4","target"
"1",180,26,0.200000000000045,1176,0,2250117,1,"c","centre"
"1",180,32.5,162,150,1216,2250307,2,"3","target"
"1",180,19.1,234.8,280,1386,2250607,3,"3","target"
"1",181,22.4,-3,1184,0,2256541,1,"c","centre"
"1",181,84.5999999999999,143.5,114,1224,2256695,2,"d2","distracter"
"1",181,13.4,225.1,468,1360,2257185,3,"3","target"
"1",182,22.6,1.89999999999998,1270,0,2261579,1,"c","centre"
"1",182,24.8,141.8,138,1310,2261757,2,"0","blank"
"1",182,10.8,232.4,372,1472,2262153,3,"3","target"
"1",183,26.8,0.799999999999955,642,0,2266779,1,"c","centre"
"1",183,24.3,23.5,122,650,2266909,2,"c","centre"
"1",183,17.1,117.2,624,792,2267553,3,"0","blank"
"1",183,-175.7,-109.5,264,1460,2267861,4,"5","target"
"1",183,-192.8,-124.2,262,1740,2268139,5,"5","target"
"1",184,37.5,-12.8,1348,0,2273553,1,"c","centre"
"1",184,-177.3,75.5,148,1388,2273741,2,"4","target"
"1",184,-195.4,99.4,198,1548,2273951,3,"4","target"
"1",185,29.7,4.60000000000002,1134,0,2278781,1,"c","centre"
"1",185,-157.1,-66.7,168,1172,2278987,2,"5","target"
"1",185,-204,-111.3,350,1360,2279357,3,"5","target"
"1",186,30.3,-2.5,1306,0,2284677,1,"c","centre"
"1",186,-136.1,-52.5,138,1348,2284857,2,"0","blank"
"1",186,-187.3,-114.8,256,1508,2285135,3,"5","target"
"1",187,28.4,-16.9,158,0,2288545,1,"c","centre"
"1",187,28.8,-9,932,412,2289731,2,"c","centre"
"1",187,-178.5,-88.2,158,1386,2289931,3,"5","target"
"1",187,-203,-123.2,342,1560,2290289,4,"5","target"
"1",188,30.1,-15.2,1346,0,2296301,1,"c","centre"
"1",188,21.7,228.2,602,1388,2296945,2,"3","target"
"1",189,31.6,11.6,276,0,2301299,1,"c","centre"
"1",189,54.4,51.7,26,452,2301501,2,"c","centre"
"1",189,25.6,4.10000000000002,766,490,2302279,3,"c","centre"
"1",189,230.1,-84.2,264,1292,2302579,4,"1","target"
"1",189,251.7,-121.1,474,1570,2303067,5,"1","target"
"1",190,26.6,-8.5,240,0,2307179,1,"c","centre"
"1",190,21.8,-9.29999999999995,1114,442,2308495,2,"c","centre"
"1",190,-207.2,88.3,562,1600,2309101,3,"4","target"
"1",191,21,-3,1306,0,2316389,1,"c","centre"
"1",191,-201.3,-103.3,192,1344,2316619,2,"5","target"
"1",191,-210.5,-122.5,654,1544,2317281,3,"5","target"
"1",192,25.8,-12.8,1236,0,2321961,1,"c","centre"
"1",192,256.6,-20.6,196,1270,2322191,2,"d1","distracter"
"1",192,256.2,-116.7,380,1494,2322599,3,"1","target"
"1",193,34.8,-15.1,1426,0,2328155,1,"c","centre"
"1",193,39.6,-209.1,144,1466,2328339,2,"6","target"
"1",193,28.8,-255.1,332,1624,2328685,3,"6","target"
"1",194,28.3,-5.5,1132,0,2333903,1,"c","centre"
"1",194,-40.8,81.8,124,1158,2334053,2,"c","centre"
"1",194,253.8,-113.4,512,1324,2334607,3,"1","target"
"1",195,28.1,-7.60000000000002,1334,0,2340277,1,"c","centre"
"1",195,170.3,59,156,1372,2340471,2,"2","target"
"1",195,236.9,84.6,356,1546,2340845,3,"2","target"
"1",196,35.4,-13.4,1378,0,2346223,1,"c","centre"
"1",196,40.4,-221,330,1414,2346589,2,"6","target"
"1",197,33,1.10000000000002,1372,0,2352647,1,"c","centre"
"1",197,269.7,-117.2,418,1418,2353111,2,"1","target"
"1",198,25.4,7.10000000000002,1240,0,2358285,1,"c","centre"
"1",198,251.6,-107.8,502,1278,2358825,2,"1","target"
"1",199,22.5,-9.20000000000005,1288,0,2364017,1,"c","centre"
"1",199,228.2,-104.3,172,1324,2364225,2,"1","target"
"1",199,252.3,-127.3,320,1508,2364557,3,"1","target"
"1",200,29,-6.5,820,0,2368933,1,"c","centre"
"1",200,25.2,11.1,392,1010,2369515,2,"c","centre"
"1",200,241,-120.1,532,1436,2370081,3,"1","target"
"1",201,-1.20000000000005,-1.89999999999998,1242,0,2393927,1,"c","centre"
"1",202,18.8,3.39999999999998,1256,0,2399981,1,"c","centre"
"1",202,230.5,-115.3,700,1290,2400715,2,"1","target"
"1",203,11.2,-6.29999999999995,1268,0,2405635,1,"c","centre"
"1",203,5.70000000000005,193,168,1308,2405843,2,"3","target"
"1",203,10.5,230,376,1492,2406235,3,"3","target"
"1",204,19.4,4.60000000000002,1242,0,2410959,1,"c","centre"
"1",204,212.2,79.6,202,1280,2411199,2,"2","target"
"1",204,227.5,94.8,478,1490,2411685,3,"2","target"
"1",205,18.6,-7.29999999999995,1240,0,2415523,1,"c","centre"
"1",205,-154,45.6,148,1266,2415697,2,"0","blank"
"1",205,-199.8,100.3,314,1430,2416027,3,"4","target"
"1",206,17.2,-8.60000000000002,1260,0,2420711,1,"c","centre"
"1",206,70.5999999999999,118.4,124,1286,2420861,2,"0","blank"
"1",206,12.5,216.7,332,1432,2421215,3,"3","target"
"1",207,18.1,-11.6,1326,0,2425341,1,"c","centre"
"1",207,10.3,-277.4,704,1368,2426087,2,"6","target"
"1",208,22.2,-3.10000000000002,208,0,2430193,1,"c","centre"
"1",208,29.1,6,966,444,2431395,2,"c","centre"
"1",208,21.1,230.9,636,1454,2432075,3,"3","target"
"1",209,18.6,10.2,252,0,2434921,1,"c","centre"
"1",209,27.9,1.5,808,458,2435935,2,"c","centre"
"1",209,-153.6,86.2,152,1306,2436127,3,"4","target"
"1",209,-189.9,114.9,312,1474,2436455,4,"4","target"
"1",210,25.2,-5.79999999999995,1152,0,2441069,1,"c","centre"
"1",210,226.3,-116.6,350,1186,2441453,2,"1","target"
"1",211,12.3,-9.29999999999995,276,0,2444529,1,"c","centre"
"1",211,13.8,-7,788,470,2445511,2,"c","centre"
"1",211,21.4,177.5,160,1300,2445713,3,"3","target"
"1",211,21.3,225.7,322,1478,2446053,4,"3","target"
"1",212,24.2,-21,1242,0,2449995,1,"c","centre"
"1",212,-148.7,48.1,142,1276,2450171,2,"0","blank"
"1",212,-186.4,95,336,1434,2450523,3,"4","target"
"1",213,23.7,-2.20000000000005,1246,0,2454583,1,"c","centre"
"1",213,-132.7,-42.5,152,1282,2454771,2,"0","blank"
"1",213,-172.4,-96.9,212,1454,2455003,3,"5","target"
"1",214,25.6,-12.1,1304,0,2459059,1,"c","centre"
"1",214,29.8,-188.1,188,1342,2459285,2,"6","target"
"1",214,26.4,-242.8,268,1548,2459571,3,"6","target"
"1",215,28.4,-12,244,0,2462365,1,"c","centre"
"1",215,19.7,-13.5,828,462,2463411,2,"c","centre"
"1",215,29,-228.1,396,1328,2463845,3,"6","target"
"1",216,21.9,-12.4,514,0,2469417,1,"c","centre"
"1",216,25.3,-11.7,668,720,2470291,2,"c","centre"
"1",216,32,-222,350,1436,2470689,3,"6","target"
"1",217,30,-18.7,1356,0,2475913,1,"c","centre"
"1",217,36.9,-260,604,1394,2476555,2,"6","target"
"1",218,18.5,-10.8,1360,0,2482267,1,"c","centre"
"1",218,219.6,-101.6,190,1394,2482491,2,"1","target"
"1",218,253,-122.5,362,1598,2482867,3,"1","target"
"1",219,24.6,-14.6,1076,0,2487867,1,"c","centre"
"1",219,204.9,-101,214,1108,2488113,2,"1","target"
"1",219,236.3,-124.4,336,1336,2488463,3,"1","target"
"1",220,26.7,-13.8,344,0,2491985,1,"c","centre"
"1",220,21.3,-16.5,886,564,2493091,2,"c","centre"
"1",220,17.5,186.7,374,1492,2493507,3,"3","target"
"1",221,28.4,-2.60000000000002,512,0,2497633,1,"c","centre"
"1",221,30.4,130.2,558,546,2498225,2,"0","blank"
"1",221,-114.7,-198.4,146,1148,2498415,3,"d5","distracter"
"1",221,-186.7,-138.4,790,1316,2499227,4,"5","target"
"1",222,25,-21.6,1352,0,2504495,1,"c","centre"
"1",222,229.9,-112.6,228,1388,2504759,2,"1","target"
"1",222,240.5,-123,684,1626,2505453,3,"1","target"
"1",223,32.8,0.799999999999955,548,0,2510257,1,"c","centre"
"1",223,35.3,9.29999999999995,420,842,2510971,2,"c","centre"
"1",223,151.2,-148.7,132,1298,2511139,3,"1","blank"
"1",223,218,52,152,1468,2511329,4,"d1","blank"
"1",223,231,98.1,492,1638,2511839,5,"2","target"
"1",224,26.2,-2.89999999999998,1278,0,2516633,1,"c","centre"
"1",224,-179.9,-99.1,404,1316,2517075,2,"5","target"
"1",225,18.4,-3.10000000000002,1264,0,2522695,1,"c","centre"
"1",225,223.4,-82.5,236,1302,2522969,2,"1","target"
"1",225,241.9,-124.9,528,1552,2523511,3,"1","target"
"1",226,27.7,7.5,394,0,2527505,1,"c","centre"
"1",226,32.5,13.2,716,570,2528397,2,"c","centre"
"1",226,40.5,-189.4,236,1324,2528671,3,"6","target"
"1",226,40.4,-241.9,516,1574,2529201,4,"6","target"
"1",227,23.6,10.2,1282,0,2534843,1,"c","centre"
"1",227,26.6,-178.2,178,1316,2535055,2,"6","target"
"1",227,31.6,-234.5,204,1510,2535275,3,"6","target"
"1",228,17.1,-7.70000000000005,378,0,2538927,1,"c","centre"
"1",228,16.1,-12.2,494,606,2539649,2,"c","centre"
"1",228,-79.4,-169.3,224,1136,2539909,3,"d5","distracter"
"1",228,28.1,203.6,186,1418,2540153,4,"3","target"
"1",228,12.9,233.5,816,1616,2540981,5,"3","target"
"1",229,-6.10000000000002,2.20000000000005,82,0,2544561,1,"c","centre"
"1",229,4.39999999999998,9.60000000000002,768,100,2545347,2,"c","centre"
"1",229,13,14.1,222,1056,2545757,3,"c","centre"
"1",229,226.1,-94.4,306,1314,2546099,4,"1","target"
"1",229,246.4,-132.1,494,1634,2546607,5,"1","target"
"1",230,19.8,48.9,28,0,2550429,1,"c","centre"
"1",230,7.70000000000005,5.10000000000002,1134,34,2551569,2,"c","centre"
"1",230,178.3,68,146,1206,2551753,3,"2","target"
"1",230,216.4,86.6,816,1364,2552581,4,"2","target"
"1",231,5.10000000000002,9.60000000000002,1336,0,2557631,1,"c","centre"
"1",231,227.1,-92.6,416,1374,2558085,2,"1","target"
"1",232,265.6,-11.8,368,0,2561995,1,"d1","blank"
"1",232,194.3,-2.79999999999995,984,384,2562995,2,"d1","blank"
"1",232,14.4,202.1,192,1414,2563233,3,"3","target"
"1",232,8.5,235.1,148,1618,2563393,4,"3","target"
"1",232,-225.5,20.8,262,1814,2563703,5,"d4","distracter"
"1",233,4.20000000000005,-9.29999999999995,550,0,2569357,1,"c","centre"
"1",233,12.6,-3.39999999999998,592,756,2570155,2,"c","centre"
"1",233,10.5,193.9,344,1388,2570539,3,"3","target"
"1",234,7.5,4.89999999999998,498,0,2574295,1,"c","centre"
"1",234,3.39999999999998,0.100000000000023,676,630,2575103,2,"c","centre"
"1",234,25.8,-180,240,1342,2575379,3,"6","target"
"1",234,13.4,-223.1,250,1596,2575643,4,"6","target"
"1",235,12.8,1.5,598,0,2581915,1,"c","centre"
"1",235,16.4,15.1,24,608,2581949,2,"c","centre"
"1",235,11.5,-6.10000000000002,600,832,2582749,3,"c","centre"
"1",235,15.1,-229.9,454,1470,2583241,4,"6","target"
"1",236,9.70000000000005,3.89999999999998,528,0,2592579,1,"c","centre"
"1",236,11.2,99.7,156,550,2592757,2,"0","blank"
"1",236,-3.60000000000002,222.6,502,730,2593283,3,"3","blank"
"1",236,204.1,142.7,194,1266,2593511,4,"2","target"
"1",236,227.9,116.5,468,1472,2593991,5,"2","target"
"1",237,16.7,3.5,1240,0,2597967,1,"c","centre"
"1",237,-180.1,-78.9,172,1276,2598175,2,"5","target"
"1",237,-200,-104.4,194,1460,2598381,3,"5","target"
"1",238,12.7,-5.29999999999995,216,0,2602251,1,"c","centre"
"1",238,24.5,63.1,32,454,2602521,2,"c","centre"
"1",238,13.5,7.60000000000002,828,496,2603359,3,"c","centre"
"1",238,-178.3,-64.9,128,1366,2603529,4,"5","target"
"1",238,-207.2,-102.9,338,1512,2603885,5,"5","target"
"1",239,7.39999999999998,-8.79999999999995,520,0,2608173,1,"c","centre"
"1",239,12.3,-4.89999999999998,586,706,2608945,2,"c","centre"
"1",239,-199.9,-94.4,410,1332,2609395,3,"5","target"
"1",240,11.4,-1.89999999999998,1234,0,2613771,1,"c","centre"
"1",240,-164.9,66.7,142,1272,2613951,2,"4","target"
"1",240,-201.8,96.3,324,1428,2614289,3,"4","target"
"1",241,13.7,-6.79999999999995,48,0,2617969,1,"c","centre"
"1",241,0,6.79999999999995,254,256,2618431,2,"c","centre"
"1",241,15,0,752,518,2619191,3,"c","centre"
"1",241,196.6,72.3,166,1308,2619395,4,"2","target"
"1",241,213.9,98,376,1486,2619783,5,"2","target"
"1",242,6.89999999999998,-8.20000000000005,1306,0,2624877,1,"c","centre"
"1",242,202.3,76.1,208,1344,2625123,2,"2","target"
"1",242,212.5,88.4,376,1560,2625507,3,"2","target"
"1",243,17,-2.89999999999998,110,0,2629081,1,"c","centre"
"1",243,21.1,1.10000000000002,1072,352,2630395,2,"c","centre"
"1",243,33.3,-232.1,212,1462,2630645,3,"6","target"
"1",243,14.5,-261.2,452,1686,2631109,4,"6","target"
"1",244,12,-7.29999999999995,1322,0,2636111,1,"c","centre"
"1",244,-175.6,83.8,168,1352,2636309,2,"4","target"
"1",244,-192.5,105.1,252,1532,2636573,3,"4","target"
"1",245,12.7,-11,1306,0,2641029,1,"c","centre"
"1",245,25.7,-193.3,152,1344,2641219,2,"6","target"
"1",245,18.4,-240.3,270,1510,2641503,3,"6","target"
"1",246,15.5,2.20000000000005,1200,0,2646257,1,"c","centre"
